address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 은평구 응암동 579-7,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,618079610,,세븐일레븐 응암제일점,http://place.map.kakao.com/618079610,서울 은평구 가좌로10길 29,126.91687029713873,37.5935617820347
서울 은평구 응암동 745-16,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,13119703,,세븐일레븐 응암중앙점,http://place.map.kakao.com/13119703,서울 은평구 가좌로7길 6,126.92015418882127,37.58702284664933
서울 은평구 갈현동 506-1,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1929262823,1577-0711,세븐일레븐 갈현타운점,http://place.map.kakao.com/1929262823,서울 은평구 갈현로23길 9,126.912927058553,37.6163665947331
서울 은평구 갈현동 526-1,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,239377810,1577-0711,세븐일레븐 은평선정점,http://place.map.kakao.com/239377810,서울 은평구 갈현로19길 17,126.910770360857,37.6155198568323
서울 은평구 구산동 200-10,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,471641268,1577-0711,세븐일레븐 구산은평점,http://place.map.kakao.com/471641268,서울 은평구 갈현로 172,126.91164296869434,37.61320587432863
서울 은평구 갈현동 390-11,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,16705168,1577-0711,세븐일레븐 박석고개삼거리점,http://place.map.kakao.com/16705168,서울 은평구 갈현로 342,126.919303039932,37.6266045409448
서울 은평구 녹번동 95-18,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,2105471651,,세븐일레븐 녹번현대점,http://place.map.kakao.com/2105471651,서울 은평구 녹번로 47,126.92970831084,37.6057262923093
서울 은평구 불광동 281-75,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1121535188,1577-0711,세븐일레븐 불광역사거리점,http://place.map.kakao.com/1121535188,서울 은평구 불광로 40,126.93023673215586,37.61106226490367
서울 은평구 역촌동 56-1,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,2145900577,1577-0711,세븐일레븐 역촌행운점,http://place.map.kakao.com/2145900577,서울 은평구 역말로 20,126.912583015684,37.6054796916667
서울 은평구 불광동 308-10,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1834497198,1577-0711,세븐일레븐 연신내역점,http://place.map.kakao.com/1834497198,서울 은평구 연서로 246,126.92262312937,37.6191285717679
서울 은평구 갈현동 431-5,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,10558155,,세븐일레븐 연신내3호점,http://place.map.kakao.com/10558155,서울 은평구 연서로29길 24,126.917842660102,37.6195686262257
서울 은평구 구산동 23-9,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,16590575,,세븐일레븐 구산헤일리점,http://place.map.kakao.com/16590575,서울 은평구 연서로9길 14,126.91356583709648,37.60759323608152
서울 은평구 역촌동 4-64,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,13056614,1577-0711,세븐일레븐 역촌중앙점,http://place.map.kakao.com/13056614,서울 은평구 연서로14길 23,126.91798249088579,37.60776217021196
서울 은평구 불광동 436-28,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,18118222,,세븐일레븐 불광연서로점,http://place.map.kakao.com/18118222,서울 은평구 연서로37길 21,126.926397714248,37.6232827363462
서울 은평구 불광동 211-3,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,18118221,,세븐일레븐 은평불광점,http://place.map.kakao.com/18118221,서울 은평구 연서로34길 12,126.92756872294,37.6212220021565
서울 은평구 대조동 196-8,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1599886658,1577-0711,세븐일레븐 은평동명점,http://place.map.kakao.com/1599886658,서울 은평구 연서로28길 20-1,126.921832399563,37.6170665904427
서울 은평구 응암동 111-42,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,188226000,,세븐일레븐 은평응암점,http://place.map.kakao.com/188226000,서울 은평구 은평로 90,126.91789323156202,37.59932794031798
서울 은평구 응암동 89-17,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1126395086,,세븐일레븐 응암센트럴점,http://place.map.kakao.com/1126395086,서울 은평구 은평로9길 9,126.921279551588,37.6010493375324
서울 은평구 응암동 87-30,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,7949191,02-382-5703,세븐일레븐 응암2호점,http://place.map.kakao.com/7949191,서울 은평구 응암로 340,126.922654933405,37.6015448906248
서울 은평구 응암동 603-52,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,18116197,,세븐일레븐 응암서희점,http://place.map.kakao.com/18116197,서울 은평구 응암로 152,126.91566093131614,37.58558624237112
서울 은평구 응암동 427-113,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,690027214,,세븐일레븐 은평밝은점,http://place.map.kakao.com/690027214,서울 은평구 응암로 254,126.91854954244836,37.59457386524904
서울 은평구 신사동 34-9,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,13056431,,세븐일레븐 새절제일점,http://place.map.kakao.com/13056431,서울 은평구 증산로19길 8,126.91365776264021,37.59468931901557
서울 은평구 증산동 168-1,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,19780372,070-4200-6947,세븐일레븐 증산제일점,http://place.map.kakao.com/19780372,서울 은평구 증산로 307,126.910064602774,37.5845757021678
서울 은평구 신사동 151-1,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,442774826,1577-0711,세븐일레븐 은평신성점,http://place.map.kakao.com/442774826,서울 은평구 증산로15길 69,126.905659740574,37.590517011894
서울 은평구 신사동 343-42,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1804368089,1577-0711,세븐일레븐 은평신사점,http://place.map.kakao.com/1804368089,서울 은평구 증산로17길 31,126.909871604509,37.5906482439813
서울 은평구 역촌동 27-1,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,19429517,,세븐일레븐 역촌진흥로점,http://place.map.kakao.com/19429517,서울 은평구 진흥로 93,126.9220519782674,37.6052818008392
서울 은평구 역촌동 17-51,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,308729858,1577-0711,세븐일레븐 역촌아이언점,http://place.map.kakao.com/308729858,서울 은평구 진흥로9길 12,126.92100615150102,37.60579286764435
서울 은평구 대조동 186-25,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1031686449,1577-0711,세븐일레븐 연신내마에스트로점,http://place.map.kakao.com/1031686449,서울 은평구 통일로 827,126.922488100846,37.617175141519
서울 은평구 대조동 15-30,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,1031998661,1577-0711,세븐일레븐 불광본점,http://place.map.kakao.com/1031998661,서울 은평구 통일로65길 5,126.930312298233,37.6089738167691
서울 은평구 불광동 281-136,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,13056532,,세븐일레븐 불광제일점,http://place.map.kakao.com/13056532,서울 은평구 통일로66길 8,126.93112629706019,37.61052759995326
서울 은평구 갈현동 400-11,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,535891975,,세븐일레븐 연신갈현점,http://place.map.kakao.com/535891975,서울 은평구 통일로 863-11,126.919395329379,37.6198174686093
서울 은평구 갈현동 395-28,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,295317945,1577-0711,세븐일레븐 연신내중앙점,http://place.map.kakao.com/295317945,서울 은평구 통일로 863-8,126.919701157495,37.6198203800784
서울 은평구 불광동 484-103,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,274967458,1577-0711,세븐일레븐 연신내불광점,http://place.map.kakao.com/274967458,서울 은평구 통일로82길 47,126.920810409782,37.6237800677524
서울 은평구 불광동 312-129,CS2,편의점,"가정,생활 > 편의점 > 세븐일레븐",,13056589,,세븐일레븐 연신내행복점,http://place.map.kakao.com/13056589,서울 은평구 통일로80길 9,126.92158799282701,37.62006491558921
