address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 중랑구 면목동 109-52,CS2,편의점,"가정,생활 > 편의점 > CU",,1698393367,02-433-4933,CU 면목남촌공원점,http://place.map.kakao.com/1698393367,서울 중랑구 겸재로54길 72,127.09141801155,37.5859909239093
서울 중랑구 면목동 104-14,CS2,편의점,"가정,생활 > 편의점 > CU",,17047607,02-495-4196,CU 면목행복점,http://place.map.kakao.com/17047607,서울 중랑구 겸재로50길 9,127.091018267891,37.5887158340497
서울 중랑구 면목동 177-38,CS2,편의점,"가정,생활 > 편의점 > CU",,988647689,,CU 면목한신점,http://place.map.kakao.com/988647689,서울 중랑구 겸재로3길 30,127.076729141055,37.5873222412942
서울 중랑구 면목동 502-25,CS2,편의점,"가정,생활 > 편의점 > CU",,17900766,02-493-3403,CU 면목제일점,http://place.map.kakao.com/17900766,서울 중랑구 겸재로40길 75,127.08760563846363,37.58479369251529
서울 중랑구 묵동 172-26,CS2,편의점,"가정,생활 > 편의점 > CU",,26153784,02-948-9652,CU 묵동먹골역점,http://place.map.kakao.com/26153784,서울 중랑구 공릉로2가길 28,127.078847784284,37.6133288385322
서울 중랑구 묵동 156-1,CS2,편의점,"가정,생활 > 편의점 > CU",,19925055,02-973-8995,CU 묵동도깨비점,http://place.map.kakao.com/19925055,서울 중랑구 공릉로12가길 45,127.081819903248,37.6176011034372
서울 중랑구 묵동 172-13,CS2,편의점,"가정,생활 > 편의점 > CU",,433949881,02-949-9652,CU 묵동라온점,http://place.map.kakao.com/433949881,서울 중랑구 공릉로2나길 49,127.079147832038,37.6143089131542
서울 중랑구 묵동 245-8,CS2,편의점,"가정,생활 > 편의점 > CU",,67170579,02-979-3694,CU 묵동더드림점,http://place.map.kakao.com/67170579,서울 중랑구 동일로 855,127.07819882044087,37.60685926786131
서울 중랑구 중화동 305-1,CS2,편의점,"가정,생활 > 편의점 > CU",,1232977339,,CU 중화역점,http://place.map.kakao.com/1232977339,서울 중랑구 동일로139길 11,127.078338972773,37.6033534234867
서울 중랑구 면목동 183-89,CS2,편의점,"가정,생활 > 편의점 > CU",,148710346,,CU 면목동부점,http://place.map.kakao.com/148710346,서울 중랑구 동일로109길 17,127.079197767808,37.5919706314738
서울 중랑구 면목동 175-46,CS2,편의점,"가정,생활 > 편의점 > CU",,394079454,02-2207-2777,CU 중랑송계공원점,http://place.map.kakao.com/394079454,서울 중랑구 동일로95길 22,127.078395544555,37.5849551393944
서울 중랑구 묵동 122-150,CS2,편의점,"가정,생활 > 편의점 > CU",,19729853,02-3296-0982,CU 묵동중앙점,http://place.map.kakao.com/19729853,서울 중랑구 동일로156길 30,127.079505863151,37.6101677282729
서울 중랑구 묵동 238-105,CS2,편의점,"가정,생활 > 편의점 > CU",,547961586,,CU 먹골장미점,http://place.map.kakao.com/547961586,서울 중랑구 동일로163길 10,127.07674442099896,37.61212290031224
서울 중랑구 면목동 1545,CS2,편의점,"가정,생활 > 편의점 > CU",,2072774613,02-433-8935,CU 사가정아이파크점,http://place.map.kakao.com/2072774613,서울 중랑구 동일로92길 40,127.08224983211933,37.583212699150955
서울 중랑구 중화동 294-1,CS2,편의점,"가정,생활 > 편의점 > CU",,661689852,02-491-1222,CU 중랑퍼스트점,http://place.map.kakao.com/661689852,서울 중랑구 동일로130길 6,127.080391335633,37.5994669728059
서울 중랑구 중화동 291-10,CS2,편의점,"가정,생활 > 편의점 > CU",,26896340,02-433-0766,CU 중화장수점,http://place.map.kakao.com/26896340,서울 중랑구 동일로126길 43,127.082582978673,37.5988491819957
서울 중랑구 면목동 715,CS2,편의점,"가정,생활 > 편의점 > CU",,16764736,02-495-9178,CU 면목장평교점,http://place.map.kakao.com/16764736,서울 중랑구 동일로 476,127.080606199396,37.5718964469253
서울 중랑구 중화동 273-17,CS2,편의점,"가정,생활 > 편의점 > CU",,785392463,02-494-8116,CU 중화드림점,http://place.map.kakao.com/785392463,서울 중랑구 동일로144가길 5,127.08070147934514,37.60563313812522
서울 중랑구 면목동 176-29,CS2,편의점,"가정,생활 > 편의점 > CU",,1781413174,,CU 중랑행복점,http://place.map.kakao.com/1781413174,서울 중랑구 동일로99길 11,127.079164999166,37.587758515123
서울 중랑구 중화동 299-1,CS2,편의점,"가정,생활 > 편의점 > CU",,24893407,02-436-7753,CU 중화중앙점,http://place.map.kakao.com/24893407,서울 중랑구 동일로123길 25,127.07858426383058,37.59754006944421
서울 중랑구 망우동 470-10,CS2,편의점,"가정,생활 > 편의점 > CU",,17046128,,CU 망우점,http://place.map.kakao.com/17046128,서울 중랑구 망우로 410,127.09769389071843,37.5990755030326
서울 중랑구 상봉동 119-47,CS2,편의점,"가정,생활 > 편의점 > CU",,91018115,02-434-8854,CU 중랑동일로점,http://place.map.kakao.com/91018115,서울 중랑구 망우로42길 22,127.082976777218,37.5945241485588
서울 중랑구 망우동 364-4,CS2,편의점,"가정,생활 > 편의점 > CU",,1761724574,,CU 망우우리점,http://place.map.kakao.com/1761724574,서울 중랑구 망우로68길 30,127.10099750160343,37.59854744472975
서울 중랑구 망우동 464-1,CS2,편의점,"가정,생활 > 편의점 > CU",,53202305,02-437-7239,CU 중랑망우로점,http://place.map.kakao.com/53202305,서울 중랑구 망우로66길 50,127.09944448862869,37.597311703100715
서울 중랑구 상봉동 111,CS2,편의점,"가정,생활 > 편의점 > CU",,10966351,02-432-9948,CU 상봉점,http://place.map.kakao.com/10966351,서울 중랑구 면목로91길 13,127.085164106604,37.5942414812445
서울 중랑구 면목동 595-44,CS2,편의점,"가정,생활 > 편의점 > CU",,844187948,1577-8007,CU 면목으뜸점,http://place.map.kakao.com/844187948,서울 중랑구 면목로47길 22,127.086826169364,37.5823868149484
서울 중랑구 면목동 402-4,CS2,편의점,"가정,생활 > 편의점 > CU",,340814609,02-432-5772,CU 중랑면목로점,http://place.map.kakao.com/340814609,서울 중랑구 면목로56길 73,127.09252947672447,37.583878130686905
서울 중랑구 면목동 367-5,CS2,편의점,"가정,생활 > 편의점 > CU",,1613783962,,CU 중랑그랑데점,http://place.map.kakao.com/1613783962,서울 중랑구 면목로 262,127.086058128561,37.5760948370856
서울 중랑구 면목동 673-1,CS2,편의점,"가정,생활 > 편의점 > CU",,21215730,02-493-4848,CU 면목두산점,http://place.map.kakao.com/21215730,서울 중랑구 면목로35길 51,127.083104491939,37.5790341938177
서울 중랑구 면목동 392-6,CS2,편의점,"가정,생활 > 편의점 > CU",,19199379,070-4246-0976,CU 용마산점,http://place.map.kakao.com/19199379,서울 중랑구 면목로 224,127.08428856002,37.5729210092967
서울 중랑구 면목동 359-5,CS2,편의점,"가정,생활 > 편의점 > CU",,16058729,02-435-2057,CU 중랑면목점,http://place.map.kakao.com/16058729,서울 중랑구 면목로 400,127.087923749203,37.5876550086905
서울 중랑구 면목동 542-48,CS2,편의점,"가정,생활 > 편의점 > CU",,63776832,,CU 중랑제일점,http://place.map.kakao.com/63776832,서울 중랑구 면목로65길 65,127.0844807909,37.5867637384726
서울 중랑구 면목동 347-4,CS2,편의점,"가정,생활 > 편의점 > CU",,1466639170,,CU 면목대양점,http://place.map.kakao.com/1466639170,서울 중랑구 면목로33길 79,127.08140342314572,37.5763396050362
서울 중랑구 면목동 381-1,CS2,편의점,"가정,생활 > 편의점 > CU",,19205398,02-2207-0372,CU 면목희망점,http://place.map.kakao.com/19205398,서울 중랑구 면목로27길 49,127.082719253944,37.5746448209973
서울 중랑구 면목동 456-28,CS2,편의점,"가정,생활 > 편의점 > CU",,16823201,02-2207-3570,CU 면목사가정점,http://place.map.kakao.com/16823201,서울 중랑구 면목로48길 25,127.09008200177693,37.58221679049279
서울 중랑구 면목동 555-16,CS2,편의점,"가정,생활 > 편의점 > CU",,26592863,02-491-7606,CU 면목베네스트점,http://place.map.kakao.com/26592863,서울 중랑구 면목로55길 70,127.084460220184,37.5845905586398
서울 중랑구 면목동 350-8,CS2,편의점,"가정,생활 > 편의점 > CU",,17901148,02-435-8901,CU 면목시장점,http://place.map.kakao.com/17901148,서울 중랑구 면목로31길 26,127.083825918083,37.576258622215
