address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 마포구 신수동 88-16,CS2,편의점,"가정,생활 > 편의점 > GS25",,17056390,0502-5550-1491,GS25 마포신수점,http://place.map.kakao.com/17056390,서울 마포구 광성로4길 11-10,126.93799167689035,37.549393574539366
서울 마포구 대흥동 36-1,CS2,편의점,"가정,생활 > 편의점 > GS25",,1828103153,,GS25 서강스타점,http://place.map.kakao.com/1828103153,서울 마포구 대흥로 116-6,126.944110113857,37.5498633462627
서울 마포구 용강동 494-58,CS2,편의점,"가정,생활 > 편의점 > GS25",,16677807,080-999-5425,GS25 용강드림점,http://place.map.kakao.com/16677807,서울 마포구 대흥로6길 13,126.939100542313,37.5426150354945
서울 마포구 용강동 494-2,CS2,편의점,"가정,생활 > 편의점 > GS25",,977468253,080-999-5425,GS25 용강햇살점,http://place.map.kakao.com/977468253,서울 마포구 대흥로 14,126.937272207917,37.54233657059
서울 마포구 대흥동 806,CS2,편의점,"가정,생활 > 편의점 > GS25",,2102157441,080-999-5425,GS25 신촌그랑자이점,http://place.map.kakao.com/2102157441,서울 마포구 대흥로 183,126.94565412228758,37.555492601269606
서울 마포구 대흥동 128-1,CS2,편의점,"가정,생활 > 편의점 > GS25",,501442810,,GS25 S6대흥역점,http://place.map.kakao.com/501442810,서울 마포구 대흥로 지하 85,126.9424652515005,37.54766862477852
서울 마포구 도화동 571,CS2,편의점,"가정,생활 > 편의점 > GS25",,27498539,,GS25 도화삼보점,http://place.map.kakao.com/27498539,서울 마포구 도화길 43,126.950072507769,37.5417768486127
서울 마포구 도화동 344,CS2,편의점,"가정,생활 > 편의점 > GS25",,12296992,02-3272-2225,GS25 마포도화점,http://place.map.kakao.com/12296992,서울 마포구 도화2길 2,126.9485979473425,37.54039228034663
서울 마포구 합정동 366-2,CS2,편의점,"가정,생활 > 편의점 > GS25",,12297009,080-999-5425,GS25 합정성산점,http://place.map.kakao.com/12297009,서울 마포구 독막로2길 13,126.91477761066236,37.54801859432327
서울 마포구 신수동 47-17,CS2,편의점,"가정,생활 > 편의점 > GS25",,27498509,,GS25 신수우리점,http://place.map.kakao.com/27498509,서울 마포구 독막로 230,126.93899516213993,37.54696140096768
서울 마포구 합정동 362-1,CS2,편의점,"가정,생활 > 편의점 > GS25",,1063630470,,GS25 합정유니버스점,http://place.map.kakao.com/1063630470,서울 마포구 독막로 42,126.917910174137,37.5478027719895
서울 마포구 도화동 560,CS2,편의점,"가정,생활 > 편의점 > GS25",,827663507,080-999-5425,GS25 공덕태영점,http://place.map.kakao.com/827663507,서울 마포구 독막로 320,126.94790263112621,37.542839991728286
서울 마포구 서교동 395-21,CS2,편의점,"가정,생활 > 편의점 > GS25",,12315371,02-333-2563,GS25 홍대솔내길점,http://place.map.kakao.com/12315371,서울 마포구 독막로7길 53,126.919901541649,37.5501791713916
서울 마포구 상수동 141-1,CS2,편의점,"가정,생활 > 편의점 > GS25",,2072952153,080-999-5425,GS25 홍대엘리트점,http://place.map.kakao.com/2072952153,서울 마포구 독막로19길 15,126.92502753954936,37.54831206468882
서울 마포구 상수동 402,CS2,편의점,"가정,생활 > 편의점 > GS25",,776637095,,GS25 뉴상수사랑점,http://place.map.kakao.com/776637095,서울 마포구 독막로20나길 22,126.92591331725727,37.54745667509563
서울 마포구 신수동 354-1,CS2,편의점,"가정,생활 > 편의점 > GS25",,1996020332,,GS25 마포독막로점,http://place.map.kakao.com/1996020332,서울 마포구 독막로26길 10,126.934996105973,37.5469196232603
서울 마포구 상수동 309-18,CS2,편의점,"가정,생활 > 편의점 > GS25",,1701772493,02-332-2971,GS25 S6상수역점,http://place.map.kakao.com/1701772493,서울 마포구 독막로 지하 85,126.92241177988097,37.5477733797523
서울 마포구 창전동 145-17,CS2,편의점,"가정,생활 > 편의점 > GS25",,1420414601,,GS25 S6광흥창역점,http://place.map.kakao.com/1420414601,서울 마포구 독막로 지하 165,126.931939127002,37.5474864310311
서울 마포구 동교동 201-1,CS2,편의점,"가정,생활 > 편의점 > GS25",,8004902,,GS25 동교타운점,http://place.map.kakao.com/8004902,서울 마포구 동교로25길 15,126.92153226653879,37.55772341870055
