address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 금천구 가산동 140-2,CS2,편의점,"가정,생활 > 편의점 > CU",,16593566,02-863-3665,CU 가산디지털점,http://place.map.kakao.com/16593566,서울 금천구 가산로 157,126.88992221513,37.4790298159511
서울 금천구 독산동 336-17,CS2,편의점,"가정,생활 > 편의점 > CU",,792363097,,CU 독산원룸점,http://place.map.kakao.com/792363097,서울 금천구 가산로3길 137,126.887911394184,37.4718955348809
서울 금천구 가산동 235-50,CS2,편의점,"가정,생활 > 편의점 > CU",,26775641,02-865-4580,CU 금천서울점,http://place.map.kakao.com/26775641,서울 금천구 가산로3길 84,126.890976476565,37.4724173843678
서울 금천구 독산동 299-1,CS2,편의점,"가정,생활 > 편의점 > CU",,26153817,02-863-4985,CU 금천예스점,http://place.map.kakao.com/26153817,서울 금천구 가산로3길 13,126.894892731868,37.472222710631
서울 금천구 가산동 236-8,CS2,편의점,"가정,생활 > 편의점 > CU",,19729848,02-858-9366,CU 가산두산점,http://place.map.kakao.com/19729848,서울 금천구 가산로5길 46,126.89207007179839,37.4736969212607
서울 금천구 시흥동 879-21,CS2,편의점,"가정,생활 > 편의점 > CU",,9635759,,CU 시흥본점,http://place.map.kakao.com/9635759,서울 금천구 금하로 633,126.90155246024321,37.454913711825164
서울 금천구 독산동 1104-1,CS2,편의점,"가정,생활 > 편의점 > CU",,895718724,,CU 독산승리점,http://place.map.kakao.com/895718724,서울 금천구 금하로1길 61,126.890984539596,37.454407978125
서울 금천구 시흥동 839,CS2,편의점,"가정,생활 > 편의점 > CU",,16590140,02-896-5287,CU 시흥금빛점,http://place.map.kakao.com/16590140,서울 금천구 금하로 657,126.903969314504,37.4536768078181
서울 금천구 독산동 1038,CS2,편의점,"가정,생활 > 편의점 > CU",,17046163,02-808-3834,CU 독산2동점,http://place.map.kakao.com/17046163,서울 금천구 독산로 218,126.90202240667,37.4663470410734
서울 금천구 독산동 187-1,CS2,편의점,"가정,생활 > 편의점 > CU",,1182538125,,CU 독산4동점,http://place.map.kakao.com/1182538125,서울 금천구 독산로80길 42,126.904924738143,37.4703174626996
서울 금천구 독산동 179-12,CS2,편의점,"가정,생활 > 편의점 > CU",,16095813,02-866-5970,CU 독산남문점,http://place.map.kakao.com/16095813,서울 금천구 독산로 286,126.903375799668,37.4722479721037
서울 금천구 시흥동 911-18,CS2,편의점,"가정,생활 > 편의점 > CU",,277207725,,CU 시흥승리점,http://place.map.kakao.com/277207725,서울 금천구 독산로10길 55,126.908950869341,37.4502424843647
서울 금천구 독산동 378-66,CS2,편의점,"가정,생활 > 편의점 > CU",,802696273,,CU 금천파크점,http://place.map.kakao.com/802696273,서울 금천구 독산로58나길 48,126.906559154235,37.4650388434311
서울 금천구 독산동 974-7,CS2,편의점,"가정,생활 > 편의점 > CU",,197121360,,CU 독산어게인점,http://place.map.kakao.com/197121360,서울 금천구 독산로 326,126.903725140812,37.4757549872634
